l1i_size,l1d_size,l1_assoc,l2_size,l2_assoc,line_size,$_cost,misc_cost,total_cost,cpi,CPIvsCOST_weighted
2.0,2.0,8.0,8.0,2.0,16.0,72.5,1.536,74.036,2.6555442766889117,16.62443542135113
2.0,32.0,2.0,512.0,8.0,16.0,794.0,43.008,837.008,1.005071983989856,159.6040575871919
16.0,16.0,1.0,1024.0,4.0,16.0,1285.0,32.768,1317.768,1.009943016,257.8079544128
16.0,16.0,2.0,512.0,1.0,16.0,776.25,32.768,809.018,1.007965944,156.0563727552
16.0,64.0,2.0,128.0,8.0,128.0,778.0,10.496,788.496,1.0003770719992457,156.4003016575994
64.0,16.0,8.0,128.0,2.0,128.0,800.5,3.584,804.084,1.009735975980528,160.90778878078444
16.0,16.0,2.0,64.0,8.0,512.0,330.0,1.056,331.056,1.0048252559903494,66.80386020479229
64.0,16.0,8.0,512.0,8.0,128.0,1186.0,3.584,1189.584,1.009735975980528,238.00778878078444
32.0,32.0,2.0,512.0,8.0,16.0,1034.0,73.72800000000001,1107.728,1.0005880399988238,207.60047043199907
4.0,4.0,8.0,512.0,8.0,128.0,610.0,1.28,611.28,1.0440958319118083,122.83527666552945
16.0,16.0,1.0,128.0,1.0,16.0,388.25,0.0,388.25,1.010076776,78.45806142080001
16.0,64.0,8.0,128.0,2.0,128.0,800.5,3.584,804.084,1.0001085679997828,160.90008685439986
16.0,16.0,8.0,64.0,8.0,512.0,354.0,0.28800000000000003,354.288,1.0093105759813787,71.6074484607851
8.0,1.0,1.0,16.0,4.0,32.0,93.0,0.256,93.256,1.439553487120893,19.751642789696717
8.0,8.0,4.0,128.0,1.0,32.0,272.25,4.096,276.346,1.0647502798704995,55.3018002238964
128.0,1.0,4.0,1024.0,1.0,32.0,2072.25,33.024,2105.274,1.0687523278624953,415.30500186229006
16.0,16.0,2.0,128.0,2.0,128.0,392.5,5.12,397.62,1.0047396639905206,79.30379173119242
16.0,16.0,2.0,128.0,2.0,512.0,392.5,1.28,393.78,1.0048250959903497,79.30386007679228
1.0,1.0,4.0,16.0,1.0,64.0,48.25,0.256,48.506,1.169116991661766,10.585293593329414
16.0,16.0,2.0,128.0,8.0,128.0,394.0,4.352,398.352,1.0047391839905215,79.60379134719243
1.0,1.0,4.0,1024.0,1.0,64.0,1056.25,0.256,1056.506,1.0622272318755455,212.09978178550043
2.0,2.0,2.0,512.0,8.0,128.0,554.0,1.536,555.536,1.0792881838414237,111.66343054707315
