l1i_size,l1d_size,l1_assoc,l2_size,l2_assoc,line_size,$_cost,misc_cost,total_cost,cpi,CPIvsCOST_weighted
1.0,1.0,4.0,16.0,1.0,64.0,48.25,0.256,48.506,2.203913848,11.413131078400001
16.0,16.0,1.0,128.0,2.0,64.0,388.5,2.048,390.548,6.47032967032967,82.87626373626374
2.0,2.0,2.0,512.0,8.0,128.0,554.0,1.536,555.536,1.794304408,112.2354435264
16.0,16.0,2.0,1024.0,4.0,16.0,1289.0,65.536,1354.536,16.18725274725275,270.7498021978022
8.0,1.0,1.0,1024.0,4.0,32.0,1101.0,16.384,1117.384,4.176960872,223.5415686976
16.0,16.0,1.0,128.0,2.0,16.0,388.5,8.192,396.692,16.2021978021978,90.66175824175825
16.0,16.0,1.0,128.0,1.0,64.0,388.25,0.0,388.25,6.479120879120879,82.83329670329671
1.0,8.0,4.0,16.0,1.0,64.0,104.25,1.1520000000000001,105.402,2.20389056,22.613112448000003
4.0,2.0,2.0,8.0,2.0,128.0,64.5,0.8320000000000001,65.332,1.796631944,14.3373055552
4.0,32.0,2.0,512.0,8.0,16.0,810.0,45.056000000000004,855.056,5.57823856,166.462590848
32.0,32.0,8.0,512.0,2.0,128.0,1056.5,6.144,1062.644,1.638839384,212.61107150720002
